"","Location","Range_Min","Range_Max","Magic","Avg_Relative_Error","Max_Relative_Error","N","Bottom"
"859",107,1.69921875,1.712890625,1597059075,4.38617888676163e-08,1.56017932795294e-07,128,"point25"
"860",108,1.712890625,1.7265625,1597065257,4.81429189846949e-08,2.34070782312301e-07,128,"point25"
"861",109,1.7265625,1.740234375,1597072366,5.592307417146e-08,2.35085011013325e-07,128,"point25"
"862",110,1.740234375,1.75390625,1597079708,6.14746369365093e-08,2.36807949249851e-07,128,"point25"
"863",111,1.75390625,1.767578125,1597087319,6.51498481829549e-08,2.37730503727107e-07,128,"point25"
"864",112,1.767578125,1.78125,1597095934,7.37521688165543e-08,3.17013416406553e-07,128,"point25"
"865",113,1.78125,1.794921875,1597105150,8.10118621075162e-08,3.18290005907329e-07,128,"point25"
"866",114,1.794921875,1.80859375,1597114688,8.85856792365303e-08,3.20629993666444e-07,128,"point25"
"867",115,1.80859375,1.822265625,1597124720,9.61190735893069e-08,3.2184416909331e-07,128,"point25"
"868",116,1.822265625,1.8359375,1597135680,1.08427649081477e-07,4.02385239794967e-07,128,"point25"
"869",117,1.8359375,1.849609375,1597146830,1.1774633890127e-07,4.05310004225612e-07,128,"point25"
"870",118,1.849609375,1.86328125,1597158395,1.2610925637091e-07,4.86391002141318e-07,128,"point25"
"871",119,1.86328125,1.876953125,1597170833,1.37574289738041e-07,4.88240516460792e-07,128,"point25"
"872",120,1.876953125,1.890625,1597183434,1.47255505567045e-07,4.91737353058852e-07,128,"point25"
"873",121,1.890625,1.904296875,1597196685,1.59347436579083e-07,5.73736940623348e-07,128,"point25"
"874",122,1.904296875,1.91796875,1597210386,1.71848824948029e-07,5.77826085645938e-07,128,"point25"
"875",123,1.91796875,1.931640625,1597224506,1.8495971687571e-07,5.79884101625794e-07,128,"point25"
"876",124,1.931640625,1.9453125,1597239253,1.97919717948025e-07,6.62790966998728e-07,128,"point25"
"877",125,1.9453125,1.958984375,1597254139,2.0710319859063e-07,6.67397387132951e-07,128,"point25"
"878",126,1.958984375,1.97265625,1597269799,2.19851600036236e-07,7.50864103338245e-07,128,"point25"
"879",127,1.97265625,1.986328125,1597285609,2.36858355151526e-07,7.56040321903129e-07,128,"point25"
"880",128,1.986328125,2,1597301889,2.48401477165316e-07,7.58642897835671e-07,128,"point25"
"881",1,0.5,0.875,1597350503,0.000414637819631025,0.000814790721051395,4,"point5"
"882",2,0.875,1.25,1597647002,0.000264049333054572,0.000775040767621249,4,"point5"
"883",3,1.25,1.625,1597161240,7.19258023309521e-05,0.000141394979436882,4,"point5"
"884",4,1.625,2,1597179522,7.77953464421444e-05,0.000181141091161408,4,"point5"
"885",1,0.5,0.75,1597201922,5.81534222874325e-05,0.000124253609101288,6,"point5"
"886",2,0.75,1,1597523985,0.000710586202330887,0.00139192619826645,6,"point5"
"887",3,1,1.25,1597647007,0.000265382084762678,0.000774884247221053,6,"point5"
"888",4,1.25,1.5,1597171668,4.58061585959513e-05,0.000121982957352884,6,"point5"
"889",5,1.5,1.75,1597057012,2.70690406978247e-06,5.25628638570197e-06,6,"point5"
"890",6,1.75,2,1597199058,4.68580219603609e-05,0.000131076478282921,6,"point5"
"891",1,0.5,0.6875,1597201954,7.13742047082633e-05,0.000124275669804774,8,"point5"
"892",2,0.6875,0.875,1597360568,0.000288349576294422,0.000738965696655214,8,"point5"
"893",3,0.875,1.0625,1597908489,2.62743014900479e-05,7.82611241447739e-05,8,"point5"
"894",4,1.0625,1.25,1597538648,0.000123186546261422,0.000358655379386619,8,"point5"
"895",5,1.25,1.4375,1597189861,3.24685097439215e-05,9.1401205281727e-05,8,"point5"
"896",6,1.4375,1.625,1597055876,2.59621833720303e-06,4.78831680084113e-06,8,"point5"
"897",7,1.625,1.8125,1597079871,6.94402206136147e-06,1.74002216226654e-05,8,"point5"
"898",8,1.8125,2,1597218444,3.06510337395594e-05,8.94759796210565e-05,8,"point5"
"899",1,0.5,0.625,1597202391,5.46491428394802e-05,0.000123359277495183,12,"point5"
"900",2,0.625,0.75,1597170828,2.78846473520389e-05,5.66376111237332e-05,12,"point5"
"901",3,0.75,0.875,1597401224,0.00016241856792476,0.000469223945401609,12,"point5"
"902",4,0.875,1,1597724282,0.000263950845692307,0.000503692019265145,12,"point5"
"903",5,1,1.125,1597805318,9.01624298421666e-05,0.000267327937763184,12,"point5"
"904",6,1.125,1.25,1597446861,4.32140732300468e-05,0.000130361469928175,12,"point5"
"905",7,1.25,1.375,1597218032,1.81136038008844e-05,5.29124699824024e-05,12,"point5"
"906",8,1.375,1.5,1597089816,4.91418450110359e-06,1.37970910145668e-05,12,"point5"
"907",9,1.5,1.625,1597039996,2.77254258662651e-07,6.01885858486639e-07,12,"point5"
"908",10,1.625,1.75,1597058408,1.79321386895026e-06,4.7308476496255e-06,12,"point5"
"909",11,1.75,1.875,1597128636,7.37101527192863e-06,2.14652227441547e-05,12,"point5"
"910",12,1.875,2,1597243572,1.59170740516856e-05,4.7093828470679e-05,12,"point5"
"911",1,0.5,0.583333333333333,1597216083,3.42737730534282e-05,9.40514364629053e-05,18,"point5"
"912",2,0.583333333333333,0.666666666666667,1597117413,8.33226636132167e-07,1.82105247858999e-06,18,"point5"
"913",3,0.666666666666667,0.75,1597176223,1.72785512404516e-05,4.68187536171172e-05,18,"point5"
"914",4,0.75,0.833333333333333,1597333877,5.88626862736419e-05,0.000171722087543458,18,"point5"
"915",5,0.833333333333333,0.916666666666667,1597570958,0.000115457747597247,0.000342858955264091,18,"point5"
"916",6,0.916666666666667,1,1597815815,0.000131324210087769,0.000246301904553548,18,"point5"
"917",7,1,1.08333333333333,1597872176,4.38659189967439e-05,0.000132024433696643,18,"point5"
"918",8,1.08333333333333,1.16666666666667,1597600419,2.82403016171884e-05,8.39517670101486e-05,18,"point5"
"919",9,1.16666666666667,1.25,1597394131,1.67244925250998e-05,5.04748459206894e-05,18,"point5"
"920",10,1.25,1.33333333333333,1597242601,9.24177038541529e-06,2.77890503639355e-05,18,"point5"
"921",11,1.33333333333333,1.41666666666667,1597137423,4.38985716755269e-06,1.30535217977013e-05,18,"point5"
"922",12,1.41666666666667,1.5,1597071790,1.52530935793038e-06,4.46959074906772e-06,18,"point5"
"923",13,1.5,1.58333333333333,1597040178,2.28614354114143e-07,5.99952159063832e-07,18,"point5"
"924",14,1.58333333333333,1.66666666666667,1597038399,1.55884023911312e-07,3.84743287895617e-07,18,"point5"
"925",15,1.66666666666667,1.75,1597062709,1.04299931535934e-06,3.07803929899819e-06,18,"point5"
"926",16,1.75,1.83333333333333,1597110017,2.67825134869781e-06,8.0704612628324e-06,18,"point5"
"927",17,1.83333333333333,1.91666666666667,1597177677,5.05952584717306e-06,1.49306042658282e-05,18,"point5"
"928",18,1.91666666666667,2,1597263465,7.83048017183319e-06,2.31884550885297e-05,18,"point5"
"929",1,0.5,0.5625,1597230751,2.30471086979378e-05,6.70544395688921e-05,24,"point5"
"930",2,0.5625,0.625,1597130467,3.33196339852293e-06,7.86814598541241e-06,24,"point5"
"931",3,0.625,0.6875,1597121715,1.6794473367554e-06,3.4112031244149e-06,24,"point5"
"932",4,0.6875,0.75,1597184579,1.17377976494026e-05,3.35085169353988e-05,24,"point5"
"933",5,0.75,0.8125,1597303893,2.92315526166931e-05,8.65156907821074e-05,24,"point5"
"934",6,0.8125,0.875,1597469116,5.16222025908064e-05,0.000154949259012938,24,"point5"
"935",7,0.875,0.9375,1597672226,7.76282031438313e-05,0.000233964165090583,24,"point5"
"936",8,0.9375,1,1597865610,7.81968119554222e-05,0.000144726276630536,24,"point5"
"937",9,1,1.0625,1597908497,2.60157503362279e-05,7.82733404776081e-05,24,"point5"
"938",10,1.0625,1.125,1597691290,1.84994732990162e-05,5.62173190701287e-05,24,"point5"
"939",11,1.125,1.1875,1597513604,1.31021106426488e-05,3.93232221540529e-05,24,"point5"
"940",12,1.1875,1.25,1597370127,8.78559512784705e-06,2.6500754756853e-05,24,"point5"
"941",13,1.25,1.3125,1597256778,5.61975912205526e-06,1.69347622431815e-05,24,"point5"
"942",14,1.3125,1.375,1597169982,3.3078354135796e-06,9.99455278360983e-06,24,"point5"
"943",15,1.375,1.4375,1597106727,1.71251747360657e-06,5.21681704412913e-06,24,"point5"
"944",16,1.4375,1.5,1597064405,7.09579296653828e-07,2.14402325582341e-06,24,"point5"
"945",17,1.5,1.5625,1597040862,1.67391107197545e-07,5.21528193075937e-07,24,"point5"
"946",18,1.5625,1.625,1597035143,4.58889743981672e-08,1.51469279785488e-07,24,"point5"
"947",19,1.625,1.6875,1597043481,2.17594177343017e-07,6.84127144268132e-07,24,"point5"
"948",20,1.6875,1.75,1597066145,6.80366952110489e-07,2.05003721021058e-06,24,"point5"
"949",21,1.75,1.8125,1597101646,1.38491179768607e-06,4.17269620811567e-06,24,"point5"
"950",22,1.8125,1.875,1597148829,2.25766325456789e-06,6.85582153892028e-06,24,"point5"
"951",23,1.875,1.9375,1597206659,3.34408832713962e-06,1.0039513654192e-05,24,"point5"
"952",24,1.9375,2,1597274254,4.58703698313911e-06,1.37398628794472e-05,24,"point5"
"953",1,0.5,0.546875,1597245383,1.5075082956173e-05,4.46063640993088e-05,32,"point5"
"954",2,0.546875,0.59375,1597151017,4.39756468040287e-06,1.24005646284786e-05,32,"point5"
"955",3,0.59375,0.640625,1597112772,3.4128544257328e-07,7.3493686159054e-07,32,"point5"
"956",4,0.640625,0.6875,1597122267,1.22129006285832e-06,3.16285627377511e-06,32,"point5"
"957",5,0.6875,0.734375,1597169829,5.48707612324506e-06,1.60385716299061e-05,32,"point5"
"958",6,0.734375,0.78125,1597250022,1.23233057820471e-05,3.64570187230129e-05,32,"point5"
"959",7,0.78125,0.828125,1597357981,2.05992346309358e-05,6.23781161266379e-05,32,"point5"
"960",8,0.828125,0.875,1597489878,3.0772451282246e-05,9.25531930988654e-05,32,"point5"
"961",9,0.875,0.921875,1597642482,4.23030433012173e-05,0.000125903286971152,32,"point5"
"962",10,0.921875,0.96875,1597813225,5.42668276466429e-05,0.000161682488396764,32,"point5"
"963",11,0.96875,1.015625,1597997691,1.80300651209109e-06,5.54331700186594e-06,32,"point5"
"964",12,1.015625,1.0625,1597877414,1.41572745633312e-05,4.22696975874715e-05,32,"point5"
"965",13,1.0625,1.109375,1597714681,1.11233048301074e-05,3.2992880733218e-05,32,"point5"
"966",14,1.109375,1.15625,1597574527,8.42698773340089e-06,2.53803991654422e-05,32,"point5"
"967",15,1.15625,1.203125,1597454715,6.41445103610749e-06,1.91637518582866e-05,32,"point5"
"968",16,1.203125,1.25,1597353119,4.73345471618813e-06,1.41873279062565e-05,32,"point5"
"969",17,1.25,1.296875,1597268296,3.33949856212712e-06,1.01293144325609e-05,32,"point5"
"970",18,1.296875,1.34375,1597198568,2.30385057875537e-06,6.97845007380238e-06,32,"point5"
"971",19,1.34375,1.390625,1597142511,1.49208676702983e-06,4.49844173999736e-06,32,"point5"
"972",20,1.390625,1.4375,1597099253,8.85254053173412e-07,2.6711932150647e-06,32,"point5"
"973",21,1.4375,1.484375,1597067696,4.52205142664752e-07,1.42930889523996e-06,32,"point5"
"974",22,1.484375,1.53125,1597046612,1.7790812023577e-07,5.90029003433301e-07,32,"point5"
"975",23,1.53125,1.578125,1597035583,4.51262529566065e-08,2.21305654690696e-07,32,"point5"
"976",24,1.578125,1.625,1597035371,5.27368193559141e-08,1.51676587734073e-07,32,"point5"
"977",25,1.625,1.671875,1597040774,1.00545314296596e-07,3.80055951154645e-07,32,"point5"
"978",26,1.671875,1.71875,1597055485,2.68123699243006e-07,8.59508247685881e-07,32,"point5"
"979",27,1.71875,1.765625,1597077317,5.15551334956399e-07,1.58400439431716e-06,32,"point5"
"980",28,1.765625,1.8125,1597106355,8.34187858345103e-07,2.53478424383502e-06,32,"point5"
"981",29,1.8125,1.859375,1597141622,1.22700737392734e-06,3.69139570466359e-06,32,"point5"
"982",30,1.859375,1.90625,1597183109,1.6508496401002e-06,5.01987551615457e-06,32,"point5"
"983",31,1.90625,1.953125,1597230319,2.13216480915435e-06,6.41931910649873e-06,32,"point5"
"984",32,1.953125,2,1597282748,2.67053997049516e-06,8.00785255705705e-06,32,"point5"
"985",1,0.5,0.53125,1597263425,7.82462211645907e-06,2.32859656534856e-05,48,"point5"
"986",2,0.53125,0.5625,1597186630,3.78438289772021e-06,1.12955412987503e-05,48,"point5"
"987",3,0.5625,0.59375,1597137675,1.3873452644475e-06,4.11278961109929e-06,48,"point5"
"988",4,0.59375,0.625,1597112886,2.41076548945784e-07,6.59699708194239e-07,48,"point5"
"989",5,0.625,0.65625,1597109691,1.00406268188635e-07,2.85180391301765e-07,48,"point5"
"990",6,0.65625,0.6875,1597124979,7.40746372684953e-07,2.12558711609745e-06,48,"point5"
"991",7,0.6875,0.71875,1597156928,1.99022633751156e-06,5.96280278841732e-06,48,"point5"
"992",8,0.71875,0.75,1597203734,3.80986421077978e-06,1.13561673060758e-05,48,"point5"
"993",9,0.75,0.78125,1597263919,5.99717895966023e-06,1.80177139554871e-05,48,"point5"
"994",10,0.78125,0.8125,1597336076,8.39812673802953e-06,2.57887968473369e-05,48,"point5"
"995",11,0.8125,0.84375,1597419139,1.15934390123584e-05,3.43830470228568e-05,48,"point5"
"996",12,0.84375,0.875,1597512003,1.45074909596588e-05,4.36003901995718e-05,48,"point5"
"997",13,0.875,0.90625,1597613970,1.7834505342762e-05,5.35252584086265e-05,48,"point5"
"998",14,0.90625,0.9375,1597724063,2.11799033422722e-05,6.38917190372013e-05,48,"point5"
"999",15,0.9375,0.96875,1597841683,2.49283220910002e-05,7.47403464629315e-05,48,"point5"
"1000",16,0.96875,1,1597945074,2.09654117497848e-05,3.85484745493159e-05,48,"point5"
"1001",17,1,1.03125,1597966723,6.99227939549019e-06,2.12196118809516e-05,48,"point5"
"1002",18,1.03125,1.0625,1597847448,6.00188559474191e-06,1.80378228833433e-05,48,"point5"
"1003",19,1.0625,1.09375,1597739069,5.11432108396548e-06,1.53346154547762e-05,48,"point5"
"1004",20,1.09375,1.125,1597640886,4.30481486546341e-06,1.29037161968881e-05,48,"point5"
"1005",21,1.125,1.15625,1597552199,3.59233558810956e-06,1.08108188214828e-05,48,"point5"
"1006",22,1.15625,1.1875,1597472447,2.97073597721464e-06,8.96345773071516e-06,48,"point5"
"1007",23,1.1875,1.21875,1597400828,2.44651801040163e-06,7.36976153348223e-06,48,"point5"
"1008",24,1.21875,1.25,1597337041,1.97204144569696e-06,5.99757822783431e-06,48,"point5"
"1009",25,1.25,1.28125,1597280589,1.59247178999067e-06,4.7981770876504e-06,48,"point5"
"1010",26,1.28125,1.3125,1597230722,1.24049495298095e-06,3.77838273379894e-06,48,"point5"
"1011",27,1.3125,1.34375,1597187465,9.7156373612961e-07,2.93632979264657e-06,48,"point5"
"1012",28,1.34375,1.375,1597150187,7.22328252322768e-07,2.21114851228776e-06,48,"point5"
"1013",29,1.375,1.40625,1597118537,5.20441517437575e-07,1.60777028668235e-06,48,"point5"
"1014",30,1.40625,1.4375,1597092357,3.57733910050229e-07,1.13110195343324e-06,48,"point5"
"1015",31,1.4375,1.46875,1597071551,2.31396242611481e-07,7.2235957304656e-07,48,"point5"
"1016",32,1.46875,1.5,1597055240,1.3727618863868e-07,5.05695822994312e-07,48,"point5"
"1017",33,1.5,1.53125,1597043331,7.14055801154245e-08,2.92186967953967e-07,48,"point5"
"1018",34,1.53125,1.5625,1597036195,3.87203442642203e-08,1.49010048744458e-07,48,"point5"
"1019",35,1.5625,1.59375,1597033054,3.10687227056405e-08,1.50078619753913e-07,48,"point5"
"1020",36,1.59375,1.625,1597035293,4.19032772924766e-08,1.51622302269061e-07,48,"point5"
"1021",37,1.625,1.65625,1597038533,4.63248177595688e-08,2.27990099688213e-07,48,"point5"
"1022",38,1.65625,1.6875,1597046890,8.49457322260605e-08,3.09681155385988e-07,48,"point5"
"1023",39,1.6875,1.71875,1597058023,1.39674767751785e-07,4.68843012413345e-07,48,"point5"
"1024",40,1.71875,1.75,1597072878,2.12384264841603e-07,7.03480623087671e-07,48,"point5"
"1025",41,1.75,1.78125,1597090528,2.9662970746358e-07,9.5459893145744e-07,48,"point5"
"1026",42,1.78125,1.8125,1597111370,4.03921518454808e-07,1.27296004848176e-06,48,"point5"
"1027",43,1.8125,1.84375,1597134981,5.1158190217393e-07,1.60505476287653e-06,48,"point5"
"1028",44,1.84375,1.875,1597161257,6.36184154245711e-07,1.95879010789213e-06,48,"point5"
"1029",45,1.875,1.90625,1597190210,7.76241336097883e-07,2.3670390874031e-06,48,"point5"
"1030",46,1.90625,1.9375,1597221695,9.18249440928776e-07,2.79816913462128e-06,48,"point5"
"1031",47,1.9375,1.96875,1597255472,1.07348148503661e-06,3.26163512909261e-06,48,"point5"
"1032",48,1.96875,2,1597291604,1.22298183669045e-06,3.70890893464093e-06,48,"point5"
"1033",1,0.5,0.5234375,1597273764,4.69381211587461e-06,1.41615319080302e-05,64,"point5"
"1034",2,0.5234375,0.546875,1597210484,2.83012786894687e-06,8.538925612811e-06,64,"point5"
"1035",3,0.546875,0.5703125,1597163866,1.51663323322282e-06,4.58443446404999e-06,64,"point5"
"1036",4,0.5703125,0.59375,1597132118,6.58417093291064e-07,1.98080215341179e-06,64,"point5"
"1037",5,0.59375,0.6171875,1597113610,1.75194443841065e-07,5.61890203698567e-07,64,"point5"
"1038",6,0.6171875,0.640625,1597107460,2.76235887497478e-08,9.54127017394057e-08,64,"point5"
"1039",7,0.640625,0.6640625,1597112312,1.34147640551419e-07,4.77245293950546e-07,64,"point5"
"1040",8,0.6640625,0.6875,1597127219,4.80451433304552e-07,1.45771946336026e-06,64,"point5"
"1041",9,0.6875,0.7109375,1597151193,1.01724822343385e-06,3.1158654110186e-06,64,"point5"
"1042",10,0.7109375,0.734375,1597183633,1.70087491824233e-06,5.2100035645708e-06,64,"point5"
"1043",11,0.734375,0.7578125,1597224065,2.57256147051521e-06,7.76438446337124e-06,64,"point5"
"1044",12,0.7578125,0.78125,1597271538,3.59671162186714e-06,1.06890474853572e-05,64,"point5"
"1045",13,0.78125,0.8046875,1597325709,4.71382236355566e-06,1.39086869239691e-05,64,"point5"
"1046",14,0.8046875,0.828125,1597386056,5.80678624828579e-06,1.74655688169878e-05,64,"point5"
"1047",15,0.828125,0.8515625,1597452168,7.18767068974557e-06,2.12626000575256e-05,64,"point5"
"1048",16,0.8515625,0.875,1597523643,8.39307085698238e-06,2.52012214332353e-05,64,"point5"
"1049",17,0.875,0.8984375,1597600089,9.69977554632351e-06,2.93783450615592e-05,64,"point5"
"1050",18,0.8984375,0.921875,1597681166,1.12202133095707e-05,3.3765103580663e-05,64,"point5"
"1051",19,0.921875,0.9453125,1597766755,1.27091889225994e-05,3.82291873393115e-05,64,"point5"
"1052",20,0.9453125,0.96875,1597856355,1.4267770893639e-05,4.28260900662281e-05,64,"point5"
"1053",21,0.96875,0.9921875,1597945084,1.52636366692604e-05,3.85484709113371e-05,64,"point5"
"1054",22,0.9921875,1.015625,1597997720,1.8303628621652e-06,5.54325197299477e-06,64,"point5"
"1055",23,1.015625,1.0390625,1597920207,3.78097070097283e-06,1.12929792521754e-05,64,"point5"
"1056",24,1.0390625,1.0625,1597832921,3.30348962052085e-06,9.96447124634869e-06,64,"point5"
"1057",25,1.0625,1.0859375,1597751724,2.94167557512992e-06,8.84725795913255e-06,64,"point5"
"1058",26,1.0859375,1.109375,1597676286,2.58366981142899e-06,7.78467983764131e-06,64,"point5"
"1059",27,1.109375,1.1328125,1597606161,2.25581084123405e-06,6.84305041431799e-06,64,"point5"
"1060",28,1.1328125,1.15625,1597541467,1.95911775335844e-06,5.96057725488208e-06,64,"point5"
"1061",29,1.15625,1.1796875,1597481634,1.71641249835375e-06,5.1915603762609e-06,64,"point5"
"1062",30,1.1796875,1.203125,1597426432,1.47172249853611e-06,4.51111463917186e-06,64,"point5"
"1063",31,1.203125,1.2265625,1597375664,1.27732369037403e-06,3.85759994969703e-06,64,"point5"
"1064",32,1.2265625,1.25,1597329239,1.08550750610448e-06,3.30076159116288e-06,64,"point5"
"1065",33,1.25,1.2734375,1597286807,9.21963305700046e-07,2.82492851511051e-06,64,"point5"
"1066",34,1.2734375,1.296875,1597248388,7.69385792409594e-07,2.37572635342076e-06,64,"point5"
"1067",35,1.296875,1.3203125,1597213516,6.40831558484933e-07,1.98613884094812e-06,64,"point5"
"1068",36,1.3203125,1.34375,1597182153,5.25029975051439e-07,1.64383936862578e-06,64,"point5"
"1069",37,1.34375,1.3671875,1597154191,4.1692834429341e-07,1.32415891584969e-06,64,"point5"
"1070",38,1.3671875,1.390625,1597129487,3.28158620277463e-07,1.05432525288052e-06,64,"point5"
"1071",39,1.390625,1.4140625,1597107776,2.57694836136579e-07,8.43635575620283e-07,64,"point5"
"1072",40,1.4140625,1.4375,1597089285,1.9301127451854e-07,6.43169528302678e-07,64,"point5"
"1073",41,1.4375,1.4609375,1597073342,1.39357382522576e-07,5.00387102420063e-07,64,"point5"
"1074",42,1.4609375,1.484375,1597060303,9.91739383948698e-08,3.63077589327077e-07,64,"point5"
"1075",43,1.484375,1.5078125,1597050046,6.78128202480366e-08,2.90576764427897e-07,64,"point5"
"1076",44,1.5078125,1.53125,1597042265,4.67340761645119e-08,2.19646224763892e-07,64,"point5"
"1077",45,1.53125,1.5546875,1597036138,3.76242397237547e-08,1.48620259210475e-07,64,"point5"
"1078",46,1.5546875,1.578125,1597033134,3.42129311547978e-08,1.49598349707958e-07,64,"point5"
"1079",47,1.578125,1.6015625,1597033051,2.8592300083119e-08,1.50482051708423e-07,64,"point5"
"1080",48,1.6015625,1.625,1597035379,3.70176280739543e-08,1.51695260797169e-07,64,"point5"
"1081",49,1.625,1.6484375,1597038066,3.93241030849367e-08,1.53039252381859e-07,64,"point5"
"1082",50,1.6484375,1.671875,1597043097,4.78033648221299e-08,2.29648534855187e-07,64,"point5"
"1083",51,1.671875,1.6953125,1597050337,6.38306048017512e-08,2.3282090921839e-07,64,"point5"
"1084",52,1.6953125,1.71875,1597059554,8.97660044074655e-08,3.12566442062234e-07,64,"point5"
"1085",53,1.71875,1.7421875,1597070429,1.17358474938101e-07,3.9336651980193e-07,64,"point5"
"1086",54,1.7421875,1.765625,1597083438,1.53968528593396e-07,5.50785500763595e-07,64,"point5"
"1087",55,1.765625,1.7890625,1597097894,1.92688148104025e-07,6.37784182799805e-07,64,"point5"
"1088",56,1.7890625,1.8125,1597113969,2.37526649016218e-07,7.97312509348558e-07,64,"point5"
"1089",57,1.8125,1.8359375,1597131564,2.8605083457478e-07,8.8838527290136e-07,64,"point5"
"1090",58,1.8359375,1.859375,1597150936,3.32338800035359e-07,1.05658625670912e-06,64,"point5"
"1091",59,1.859375,1.8828125,1597171543,3.90910088299279e-07,1.22679716696439e-06,64,"point5"
"1092",60,1.8828125,1.90625,1597193894,4.46115961949545e-07,1.39899418627465e-06,64,"point5"
"1093",61,1.90625,1.9296875,1597217409,5.10021436639363e-07,1.57317003868229e-06,64,"point5"
"1094",62,1.9296875,1.953125,1597242341,5.65851678402396e-07,1.74929994045669e-06,64,"point5"
"1095",63,1.953125,1.9765625,1597268626,6.33346473932761e-07,1.99923624677467e-06,64,"point5"
"1096",64,1.9765625,2,1597296179,6.9765110310982e-07,2.17877891373064e-06,64,"point5"
"1097",1,0.5,0.515625,1597284885,2.27204736802378e-06,6.82802965457086e-06,96,"point5"
"1098",2,0.515625,0.53125,1597239027,1.64908931310492e-06,4.95260928801144e-06,96,"point5"
"1099",3,0.53125,0.546875,1597200716,1.128431563302e-06,3.47570767189609e-06,96,"point5"
"1100",4,0.546875,0.5625,1597169659,7.67863127748569e-07,2.32455590776226e-06,96,"point5"
"1101",5,0.5625,0.578125,1597145296,4.5581936092276e-07,1.43078625569615e-06,96,"point5"
"1102",6,0.578125,0.59375,1597127263,2.43961977730578e-07,8.15903831608011e-07,96,"point5"
"1103",7,0.59375,0.609375,1597114969,1.02535942403392e-07,3.72228015521614e-07,96,"point5"
"1104",8,0.609375,0.625,1597107840,3.54732350160702e-08,1.86679827152147e-07,96,"point5"
"1105",9,0.625,0.640625,1597107129,2.61726906813919e-08,9.54136538666717e-08,96,"point5"
"1106",10,0.640625,0.65625,1597110421,5.61793669362487e-08,1.93139030102429e-07,96,"point5"
"1107",11,0.65625,0.671875,1597117928,1.2850932762376e-07,4.82941004520399e-07,96,"point5"
"1108",12,0.671875,0.6875,1597129958,2.49423550258143e-07,7.90736692124483e-07,96,"point5"
"1109",13,0.6875,0.703125,1597146005,4.10067116263235e-07,1.29945772187057e-06,96,"point5"
"1110",14,0.703125,0.71875,1597165792,6.10314941695833e-07,1.8992579953192e-06,96,"point5"
"1111",15,0.71875,0.734375,1597189404,8.344006232619e-07,2.55390341408201e-06,96,"point5"
"1112",16,0.734375,0.75,1597216193,1.08834444745298e-06,3.30360717271105e-06,96,"point5"
"1113",17,0.75,0.765625,1597246371,1.362880425404e-06,4.12969211538439e-06,96,"point5"
"1114",18,0.765625,0.78125,1597279615,1.66503957643727e-06,5.05753132529208e-06,96,"point5"
"1115",19,0.78125,0.796875,1597315663,1.98888506020012e-06,6.00594148636446e-06,96,"point5"
"1116",20,0.796875,0.8125,1597354581,2.30946420742839e-06,6.98449503033771e-06,96,"point5"
"1117",21,0.8125,0.828125,1597396234,2.66063580056652e-06,8.05927174951648e-06,96,"point5"
"1118",22,0.828125,0.84375,1597440265,3.06007927974861e-06,9.19804278964875e-06,96,"point5"
"1119",23,0.84375,0.859375,1597486788,3.43796523338824e-06,1.03879283415154e-05,96,"point5"
"1120",24,0.859375,0.875,1597535596,3.83536416848074e-06,1.15969633043278e-05,96,"point5"
"1121",25,0.875,0.890625,1597586591,4.29771125709522e-06,1.28237770695705e-05,96,"point5"
"1122",26,0.890625,0.90625,1597639685,4.64360437035793e-06,1.40628608278348e-05,96,"point5"
"1123",27,0.90625,0.921875,1597694777,5.07858794662752e-06,1.53373694047332e-05,96,"point5"
"1124",28,0.921875,0.9375,1597751771,5.58045439902344e-06,1.67109265021281e-05,96,"point5"
"1125",29,0.9375,0.953125,1597810675,6.00197108724387e-06,1.80064507731004e-05,96,"point5"
"1126",30,0.953125,0.96875,1597871245,6.50496440357529e-06,1.93597443285398e-05,96,"point5"
"1127",31,0.96875,0.984375,1597933630,6.86004977978882e-06,2.08162728085881e-05,96,"point5"
"1128",32,0.984375,1,1597986810,5.49003789274138e-06,1.00132738225511e-05,96,"point5"
"1129",33,1,1.015625,1597997765,1.83497786565567e-06,5.58636884306907e-06,96,"point5"
"1130",34,1.015625,1.03125,1597935230,1.70980899838469e-06,5.16590898769209e-06,96,"point5"
"1131",35,1.03125,1.046875,1597875558,1.56482587954088e-06,4.75686874779058e-06,96,"point5"
"1132",36,1.046875,1.0625,1597818675,1.45615342717065e-06,4.39102495874977e-06,96,"point5"
"1133",37,1.0625,1.078125,1597764640,1.31993829199928e-06,4.02278419642244e-06,96,"point5"
"1134",38,1.078125,1.09375,1597712888,1.22768983601418e-06,3.7135239381314e-06,96,"point5"
"1135",39,1.09375,1.109375,1597663962,1.11132726487995e-06,3.42853354595718e-06,96,"point5"
"1136",40,1.109375,1.125,1597617201,1.02889771369519e-06,3.13912596539012e-06,96,"point5"
"1137",41,1.125,1.140625,1597572993,9.35564912651898e-07,2.86459817289142e-06,96,"point5"
"1138",42,1.140625,1.15625,1597530851,8.48969534672506e-07,2.67365544459608e-06,96,"point5"
"1139",43,1.15625,1.171875,1597491023,7.87269073043717e-07,2.43553131440422e-06,96,"point5"
"1140",44,1.171875,1.1875,1597453187,7.07079493622587e-07,2.20836909647915e-06,96,"point5"
"1141",45,1.1875,1.203125,1597417404,6.42274585516134e-07,2.01357488549547e-06,96,"point5"
