"","Location","Range_Min","Range_Max","Magic","Avg_Relative_Error","Max_Relative_Error","N","Bottom"
"1695",63,1.484375,1.4921875,1597052487,3.68415840057423e-08,1.45590334454937e-07,128,"one"
"1696",64,1.4921875,1.5,1597049075,3.77745799085005e-08,1.459616782995e-07,128,"one"
"1697",65,1.5,1.5078125,1597046434,3.6227604027772e-08,1.46354508956392e-07,128,"one"
"1698",66,1.5078125,1.515625,1597044287,3.37680958750752e-08,1.46694645764001e-07,128,"one"
"1699",67,1.515625,1.5234375,1597041163,3.71424988543367e-08,1.47074800338487e-07,128,"one"
"1700",68,1.5234375,1.53125,1597039329,3.58396619049017e-08,1.47474850109575e-07,128,"one"
"1701",69,1.53125,1.5390625,1597037768,3.5138018716907e-08,1.47845213405162e-07,128,"one"
"1702",70,1.5390625,1.546875,1597036389,3.36180789872742e-08,1.48218518347676e-07,128,"one"
"1703",71,1.546875,1.5546875,1597034754,3.67400758705116e-08,1.48588426895913e-07,128,"one"
"1704",72,1.5546875,1.5625,1597034668,2.94171105252872e-08,1.48959585999364e-07,128,"one"
"1705",73,1.5625,1.5703125,1597033747,2.91952471087598e-08,1.49319504316736e-07,128,"one"
"1706",74,1.5703125,1.578125,1597033207,2.89025408051202e-08,1.49694443507542e-07,128,"one"
"1707",75,1.578125,1.5859375,1597032512,3.15156754027157e-08,1.50005050159052e-07,128,"one"
"1708",76,1.5859375,1.59375,1597032788,2.79356040522316e-08,1.50391301190211e-07,128,"one"
"1709",77,1.59375,1.6015625,1597033285,2.86705557073219e-08,1.50762701878193e-07,128,"one"
"1710",78,1.6015625,1.609375,1597033391,2.90726323015633e-08,1.51098035416908e-07,128,"one"
"1711",79,1.609375,1.6171875,1597034756,3.00667721830905e-08,1.51442876017427e-07,128,"one"
"1712",80,1.6171875,1.625,1597035773,2.97085769318528e-08,1.5184465951279e-07,128,"one"
"1713",81,1.625,1.6328125,1597036591,2.92237114507543e-08,1.5219441706904e-07,128,"one"
"1714",82,1.6328125,1.640625,1597038168,3.01204785557729e-08,1.52584590296101e-07,128,"one"
"1715",83,1.640625,1.6484375,1597039703,3.04023011210575e-08,1.52974720890597e-07,128,"one"
"1716",84,1.6484375,1.65625,1597041538,3.11475929493099e-08,1.53317955664534e-07,128,"one"
"1717",85,1.65625,1.6640625,1597044248,3.93529226982992e-08,1.53702814031931e-07,128,"one"
"1718",86,1.6640625,1.671875,1597046000,3.2589916543202e-08,1.53979385686398e-07,128,"one"
"1719",87,1.671875,1.6796875,1597048816,3.92875065813314e-08,1.54382007622189e-07,128,"one"
"1720",88,1.6796875,1.6875,1597051461,4.00721233972945e-08,1.54743361235887e-07,128,"one"
"1721",89,1.6875,1.6953125,1597054225,3.86846004118979e-08,1.55128788037473e-07,128,"one"
"1722",90,1.6953125,1.703125,1597057544,4.52334525391507e-08,1.55526805656336e-07,128,"one"
"1723",91,1.703125,1.7109375,1597060429,3.9786108629869e-08,1.55922194267077e-07,128,"one"
"1724",92,1.7109375,1.71875,1597064048,4.25762252120876e-08,1.56271525497687e-07,128,"one"
"1725",93,1.71875,1.7265625,1597067038,3.59233922608837e-08,1.56632125936085e-07,128,"one"
"1726",94,1.7265625,1.734375,1597071227,4.00158945979001e-08,1.56981997179173e-07,128,"one"
"1727",95,1.734375,1.7421875,1597075320,4.08151841213567e-08,1.57340238615689e-07,128,"one"
"1728",96,1.7421875,1.75,1597079582,4.14206482446389e-08,1.57692412017241e-07,128,"one"
"1729",97,1.75,1.7578125,1597083853,4.02531199483747e-08,1.5804400277375e-07,128,"one"
"1730",98,1.7578125,1.765625,1597088482,4.17753405201893e-08,1.58397554628209e-07,128,"one"
"1731",99,1.765625,1.7734375,1597092997,3.88132761486304e-08,1.58748747480786e-07,128,"one"
"1732",100,1.7734375,1.78125,1597098273,4.30948858820557e-08,1.5909731132524e-07,128,"one"
"1733",101,1.78125,1.7890625,1597103249,4.21948627149504e-08,1.59448376280125e-07,128,"one"
"1734",102,1.7890625,1.796875,1597108130,4.09733544870505e-08,1.59796869070306e-07,128,"one"
"1735",103,1.796875,1.8046875,1597114084,4.38349623266276e-08,1.60143031280313e-07,128,"one"
"1736",104,1.8046875,1.8125,1597119668,4.41424106156774e-08,1.60490102985023e-07,128,"one"
"1737",105,1.8125,1.8203125,1597125401,4.53576518566479e-08,1.6083529885691e-07,128,"one"
"1738",106,1.8203125,1.828125,1597131482,4.4899071127702e-08,1.61180466307087e-07,128,"one"
"1739",107,1.828125,1.8359375,1597137909,4.86016915601795e-08,2.41792463384627e-07,128,"one"
"1740",108,1.8359375,1.84375,1597144361,4.88872267112583e-08,2.42317099719003e-07,128,"one"
"1741",109,1.84375,1.8515625,1597151061,5.138192094023e-08,2.4283218635901e-07,128,"one"
"1742",110,1.8515625,1.859375,1597157875,5.42355422794571e-08,2.43349489892353e-07,128,"one"
"1743",111,1.859375,1.8671875,1597165045,5.93626516831591e-08,2.43888706563666e-07,128,"one"
"1744",112,1.8671875,1.875,1597172018,5.90114126453045e-08,2.44397426740761e-07,128,"one"
"1745",113,1.875,1.8828125,1597179245,6.1887561741969e-08,2.4534503495488e-07,128,"one"
"1746",114,1.8828125,1.890625,1597186707,6.35489598721506e-08,2.45843438051452e-07,128,"one"
"1747",115,1.890625,1.8984375,1597194120,6.37622150634343e-08,2.46373645040876e-07,128,"one"
"1748",116,1.8984375,1.90625,1597201820,6.48275886305782e-08,2.46881739940363e-07,128,"one"
"1749",117,1.90625,1.9140625,1597209620,6.72280719982155e-08,2.4738639581301e-07,128,"one"
"1750",118,1.9140625,1.921875,1597217463,6.83685286162472e-08,2.47892558036256e-07,128,"one"
"1751",119,1.921875,1.9296875,1597225690,6.93382915528673e-08,2.48395849666849e-07,128,"one"
"1752",120,1.9296875,1.9375,1597233829,7.09656262642966e-08,2.48897862320518e-07,128,"one"
"1753",121,1.9375,1.9453125,1597242247,7.3665113120569e-08,2.49399363383418e-07,128,"one"
"1754",122,1.9453125,1.953125,1597250915,7.56851434857708e-08,2.49900040216744e-07,128,"one"
"1755",123,1.953125,1.9609375,1597259756,7.71084813777634e-08,3.33213250769404e-07,128,"one"
"1756",124,1.9609375,1.96875,1597268886,8.31619502150716e-08,3.33902391957963e-07,128,"one"
"1757",125,1.96875,1.9765625,1597277956,8.48255083951699e-08,3.34574139060351e-07,128,"one"
"1758",126,1.9765625,1.984375,1597287151,8.65839240304922e-08,3.35244351390429e-07,128,"one"
"1759",127,1.984375,1.9921875,1597296443,8.98192027420919e-08,3.35911522597598e-07,128,"one"
"1760",128,1.9921875,2,1597305752,9.07809507566526e-08,3.36562663960649e-07,128,"one"
"1761",1,0.125,0.59375,1597463137,0.000921355502214283,0.00175090727861971,4,"point0125"
"1762",2,0.59375,1.0625,1597908432,2.59546231973218e-05,7.82622446422465e-05,4,"point0125"
"1763",3,1.0625,1.53125,1597379084,0.000389866909245029,0.00095214246539399,4,"point0125"
"1764",4,1.53125,2,1597178895,9.70480759860948e-05,0.000182872245204635,4,"point0125"
"1765",1,0.125,0.4375,1597463143,0.000948365835938603,0.00175096653401852,6,"point0125"
"1766",2,0.4375,0.75,1597201968,5.84439258091152e-05,0.000124334270367399,6,"point0125"
"1767",3,0.75,1.0625,1597908488,2.61499717453262e-05,7.8273173130583e-05,6,"point0125"
"1768",4,1.0625,1.375,1597439725,0.000245868723141029,0.000693651498295367,6,"point0125"
"1769",5,1.375,1.6875,1597080855,1.12557481770637e-05,1.99951973627321e-05,6,"point0125"
"1770",6,1.6875,2,1597186000,6.30915455985814e-05,0.00016376304847654,6,"point0125"
"1771",1,0.125,0.359375,1597463148,0.000775238324422389,0.00175102555658668,8,"point0125"
"1772",2,0.359375,0.59375,1597210779,3.94849957956467e-05,0.000104947379441001,8,"point0125"
"1773",3,0.59375,0.828125,1597271820,0.000203194795176387,0.000372844020603225,8,"point0125"
"1774",4,0.828125,1.0625,1597908468,2.63511810771888e-05,7.82733113737777e-05,8,"point0125"
"1775",5,1.0625,1.296875,1597495751,0.000170248633367009,0.0004906210815534,8,"point0125"
"1776",6,1.296875,1.53125,1597130432,2.70448963419767e-05,6.85200793668628e-05,8,"point0125"
"1777",7,1.53125,1.765625,1597061921,4.12781628256198e-06,7.45440092941863e-06,8,"point0125"
"1778",8,1.765625,2,1597203329,4.25490507041104e-05,0.000121128061437048,8,"point0125"
"1779",1,0.125,0.28125,1597463155,0.000956812873482704,0.00175113382283598,12,"point0125"
"1780",2,0.28125,0.4375,1597287990,0.000321136438287795,0.00055969413369894,12,"point0125"
"1781",3,0.4375,0.59375,1597210783,3.93051122955512e-05,0.000104992323031183,12,"point0125"
"1782",4,0.59375,0.75,1597170794,3.16767327603884e-05,5.65736409043893e-05,12,"point0125"
"1783",5,0.75,0.90625,1597457956,0.000294970930553973,0.000834216130897403,12,"point0125"
"1784",6,0.90625,1.0625,1597908522,2.62967405433301e-05,7.82730130595155e-05,12,"point0125"
"1785",7,1.0625,1.21875,1597571423,9.20364909688942e-05,0.00027186784427613,12,"point0125"
"1786",8,1.21875,1.375,1597246559,3.26363187923562e-05,9.44256098591723e-05,12,"point0125"
"1787",9,1.375,1.53125,1597084714,6.49453932055621e-06,1.71939245774411e-05,12,"point0125"
"1788",10,1.53125,1.6875,1597041839,3.97932552687053e-07,8.51704839988088e-07,12,"point0125"
"1789",11,1.6875,1.84375,1597100332,7.72826933825854e-06,2.16900389204966e-05,12,"point0125"
"1790",12,1.84375,2,1597230328,2.30903588089859e-05,6.78238793625496e-05,12,"point0125"
"1791",1,0.125,0.229166666666667,1597430549,0.000757550646085292,0.00144298723898828,18,"point0125"
"1792",2,0.229166666666667,0.333333333333333,1597572511,0.000394095986848697,0.00110331154428422,18,"point0125"
"1793",3,0.333333333333333,0.4375,1597102900,2.24947852984769e-05,4.23279925598763e-05,18,"point0125"
"1794",4,0.4375,0.541666666666667,1597250995,1.26550721688545e-05,3.72580834664404e-05,18,"point0125"
"1795",5,0.541666666666667,0.645833333333333,1597148482,1.29964746520272e-05,2.42852875089739e-05,18,"point0125"
"1796",6,0.645833333333333,0.75,1597171677,2.27174296014709e-05,5.49947071704082e-05,18,"point0125"
"1797",7,0.75,0.854166666666667,1597366368,0.0001022154247039,0.000296920072287321,18,"point0125"
"1798",8,0.854166666666667,0.958333333333333,1597682187,0.000216873100725934,0.000646630360279232,18,"point0125"
"1799",9,0.958333333333333,1.0625,1597908488,2.6108731617569e-05,7.82733477535658e-05,18,"point0125"
"1800",10,1.0625,1.16666666666667,1597633846,4.60990122519433e-05,0.00013934490561951,18,"point0125"
"1801",11,1.16666666666667,1.27083333333333,1597375269,2.47847274295054e-05,7.37164227757603e-05,18,"point0125"
"1802",12,1.27083333333333,1.375,1597200642,1.12186799015035e-05,3.35294789692853e-05,18,"point0125"
"1803",13,1.375,1.47916666666667,1597094369,3.84209442927386e-06,1.10433575173374e-05,18,"point0125"
"1804",14,1.47916666666667,1.58333333333333,1597044484,5.52120582142379e-07,1.30521266328287e-06,18,"point0125"
"1805",15,1.58333333333333,1.6875,1597041829,3.78629806618846e-07,8.51710751703649e-07,18,"point0125"
"1806",16,1.6875,1.79166666666667,1597079566,2.51859523814346e-06,7.27838732927921e-06,18,"point0125"
"1807",17,1.79166666666667,1.89583333333333,1597151581,6.43184102955274e-06,1.8957940483233e-05,18,"point0125"
"1808",18,1.89583333333333,2,1597253194,1.15436305350158e-05,3.44761174346786e-05,18,"point0125"
"1809",1,0.125,0.203125,1597248405,0.000127970008179545,0.00027464865706861,24,"point0125"
"1810",2,0.203125,0.28125,1597805318,9.06618515728042e-05,0.000267328025074676,24,"point0125"
"1811",3,0.28125,0.359375,1597321210,0.000164210301591083,0.000445389043306932,24,"point0125"
"1812",4,0.359375,0.4375,1597057054,2.36260871133709e-06,5.25838004250545e-06,24,"point0125"
"1813",5,0.4375,0.515625,1597284899,2.28046428674133e-06,6.82792961015366e-06,24,"point0125"
"1814",6,0.515625,0.59375,1597187394,2.12894155993126e-05,5.79533443669789e-05,24,"point0125"
"1815",7,0.59375,0.671875,1597114635,4.50868384405112e-07,1.04534979072923e-06,24,"point0125"
"1816",8,0.671875,0.75,1597178017,1.59925912157632e-05,4.38754977949429e-05,24,"point0125"
"1817",9,0.75,0.828125,1597326114,5.04192721564323e-05,0.000147012091474608,24,"point0125"
"1818",10,0.828125,0.90625,1597544592,9.7065967565868e-05,0.000286284543108195,24,"point0125"
"1819",11,0.90625,0.984375,1597791916,0.000134644054924138,0.000304592482279986,24,"point0125"
"1820",12,0.984375,1.0625,1597908441,2.6214698664262e-05,7.83212162787095e-05,24,"point0125"
"1821",13,1.0625,1.140625,1597668973,2.82368237094488e-05,8.41719374875538e-05,24,"point0125"
"1822",14,1.140625,1.21875,1597457748,1.78673835762311e-05,5.32334779563826e-05,24,"point0125"
"1823",15,1.21875,1.296875,1597297623,1.06310289993417e-05,3.15190773108043e-05,24,"point0125"
"1824",16,1.296875,1.375,1597180867,5.66129847356933e-06,1.67742218764033e-05,24,"point0125"
"1825",17,1.375,1.453125,1597101613,2.50967332249274e-06,7.33883871362195e-06,24,"point0125"
"1826",18,1.453125,1.53125,1597054619,7.29063742710423e-07,2.08417509384162e-06,24,"point0125"
"1827",19,1.53125,1.609375,1597035178,4.86994942150432e-08,2.21456275539822e-07,24,"point0125"
"1828",20,1.609375,1.6875,1597042386,2.77952352689681e-07,7.74283421378641e-07,24,"point0125"
"1829",21,1.6875,1.765625,1597070876,1.1925892522413e-06,3.48492358170915e-06,24,"point0125"
"1830",22,1.765625,1.84375,1597119011,2.68269650405273e-06,7.92081391409738e-06,24,"point0125"
"1831",23,1.84375,1.921875,1597184631,4.61126683148905e-06,1.37589076985023e-05,24,"point0125"
"1832",24,1.921875,2,1597266097,6.96115603204817e-06,2.0658108041971e-05,24,"point0125"
"1833",1,0.125,0.18359375,1597201903,6.16562319919467e-05,0.000124169688206166,32,"point0125"
"1834",2,0.18359375,0.2421875,1597507978,0.000661355850752443,0.00148240069393069,32,"point0125"
"1835",3,0.2421875,0.30078125,1597699420,0.000195588378119282,0.000577867729589343,32,"point0125"
"1836",4,0.30078125,0.359375,1597233020,6.39589998172596e-05,0.000178223897819407,32,"point0125"
"1837",5,0.359375,0.41796875,1597055877,2.56414568866603e-06,4.74242006021086e-06,32,"point0125"
"1838",6,0.41796875,0.4765625,1597128094,2.27711698244093e-05,6.02692198299337e-05,32,"point0125"
"1839",7,0.4765625,0.53515625,1597258581,9.54884399106959e-06,2.83416084130295e-05,32,"point0125"
"1840",8,0.53515625,0.59375,1597163175,8.59429474076023e-06,2.3807540856069e-05,32,"point0125"
"1841",9,0.59375,0.65234375,1597112797,3.21547844350789e-07,7.34975344585109e-07,32,"point0125"
"1842",10,0.65234375,0.7109375,1597138646,4.00411772716325e-06,1.07549722088152e-05,32,"point0125"
"1843",11,0.7109375,0.76953125,1597218890,1.49074021464912e-05,4.36252448707819e-05,32,"point0125"
"1844",12,0.76953125,0.828125,1597345272,3.13384662149474e-05,9.1884117864538e-05,32,"point0125"
"1845",13,0.828125,0.88671875,1597509800,5.02990260429215e-05,0.000150790307088755,32,"point0125"
"1846",14,0.88671875,0.9453125,1597706260,7.27538426872343e-05,0.000217100518057123,32,"point0125"
"1847",15,0.9453125,1.00390625,1598021633,1.29637896861823e-07,4.18046425920693e-07,32,"point0125"
"1848",16,1.00390625,1.0625,1597900563,2.25471558223944e-05,6.80822195135988e-05,32,"point0125"
"1849",17,1.0625,1.12109375,1597697094,1.66240770340664e-05,4.99501002195757e-05,32,"point0125"
"1850",18,1.12109375,1.1796875,1597528336,1.17860599857522e-05,3.57838034688029e-05,32,"point0125"
"1851",19,1.1796875,1.23828125,1597390136,8.277093002107e-06,2.48598153120838e-05,32,"point0125"
"1852",20,1.23828125,1.296875,1597278911,5.52259780306485e-06,1.64943157869857e-05,32,"point0125"
"1853",21,1.296875,1.35546875,1597191588,3.37484857482195e-06,1.03175143522094e-05,32,"point0125"
"1854",22,1.35546875,1.4140625,1597125621,1.91934327631316e-06,5.82921666136826e-06,32,"point0125"
"1855",23,1.4140625,1.47265625,1597078929,9.40875281685294e-07,2.82091082226543e-06,32,"point0125"
"1856",24,1.47265625,1.53125,1597049476,3.2567837138231e-07,1.01273144537117e-06,32,"point0125"
"1857",25,1.53125,1.58984375,1597035417,5.07522344150857e-08,2.21410815015588e-07,32,"point0125"
"1858",26,1.58984375,1.6484375,1597036501,6.92258055323691e-08,2.26799627967011e-07,32,"point0125"
"1859",27,1.6484375,1.70703125,1597049443,3.02694161291583e-07,9.34498871174583e-07,32,"point0125"
"1860",28,1.70703125,1.765625,1597074745,7.52866412767617e-07,2.25881831283914e-06,32,"point0125"
"1861",29,1.765625,1.82421875,1597110845,1.36191442834388e-06,4.11884593631839e-06,32,"point0125"
"1862",30,1.82421875,1.8828125,1597157094,2.14227179640147e-06,6.46104081170051e-06,32,"point0125"
"1863",31,1.8828125,1.94140625,1597212407,3.06926449411549e-06,9.16024782782188e-06,32,"point0125"
"1864",32,1.94140625,2,1597276347,4.03360627387883e-06,1.22083829410258e-05,32,"point0125"
"1865",1,0.125,0.1640625,1597201933,6.66971900500357e-05,0.000124253885587677,48,"point0125"
"1866",2,0.1640625,0.203125,1597250402,0.000110074026451912,0.000266162940533832,48,"point0125"
"1867",3,0.203125,0.2421875,1597609089,0.000404491671361029,0.00095957302255556,48,"point0125"
"1868",4,0.2421875,0.28125,1597805283,8.9604283857625e-05,0.000267328519839793,48,"point0125"
"1869",5,0.28125,0.3203125,1597418520,6.28812485956587e-05,0.000185131299076602,48,"point0125"
"1870",6,0.3203125,0.359375,1597164871,1.90041027963161e-05,5.43118403584231e-05,48,"point0125"
"1871",7,0.359375,0.3984375,1597055848,2.26658744395536e-06,4.78845004181494e-06,48,"point0125"
"1872",8,0.3984375,0.4375,1597057138,2.33334480981284e-06,5.2673044592666e-06,48,"point0125"
"1873",9,0.4375,0.4765625,1597144240,1.32037530420348e-05,3.76912103092764e-05,48,"point0125"
"1874",10,0.4765625,0.515625,1597284920,2.28303406402119e-06,6.82792142470134e-06,48,"point0125"
"1875",11,0.515625,0.5546875,1597213705,8.00606358097866e-06,2.37052827287698e-05,48,"point0125"
"1876",12,0.5546875,0.59375,1597144019,2.59407920566446e-06,7.44039425626397e-06,48,"point0125"
"1877",13,0.59375,0.6328125,1597112755,3.04108112914037e-07,7.35007972707535e-07,48,"point0125"
"1878",14,0.6328125,0.671875,1597114612,4.23330675403122e-07,1.0456450354468e-06,48,"point0125"
"1879",15,0.671875,0.7109375,1597144257,2.3147019874159e-06,6.73439444653923e-06,48,"point0125"
"1880",16,0.7109375,0.75,1597198266,5.56625764147611e-06,1.65849123732187e-05,48,"point0125"
"1881",17,0.75,0.7890625,1597273366,9.95492882793769e-06,2.95440368063282e-05,48,"point0125"
"1882",18,0.7890625,0.828125,1597366973,1.49903025885578e-05,4.51104060630314e-05,48,"point0125"
"1883",19,0.828125,0.8671875,1597476984,2.0979958208045e-05,6.24991444055922e-05,48,"point0125"
"1884",20,0.8671875,0.90625,1597601562,2.73860459856223e-05,8.15932580735534e-05,48,"point0125"
"1885",21,0.90625,0.9453125,1597739119,3.39151301886886e-05,0.000101795645605307,48,"point0125"
"1886",22,0.9453125,0.984375,1597884966,4.08763371524401e-05,0.000112543581053615,48,"point0125"
"1887",23,0.984375,1.0234375,1597982117,4.04164575229515e-06,1.21804123409675e-05,48,"point0125"
"1888",24,1.0234375,1.0625,1597862295,9.55709765548818e-06,2.88148876279593e-05,48,"point0125"
"1889",25,1.0625,1.1015625,1597726769,7.84439816925442e-06,2.33967366511934e-05,48,"point0125"
"1890",26,1.1015625,1.140625,1597606997,6.23603864369215e-06,1.88926605915185e-05,48,"point0125"
"1891",27,1.140625,1.1796875,1597501819,4.95671929456876e-06,1.50192508954206e-05,48,"point0125"
"1892",28,1.1796875,1.21875,1597409854,3.90781951864483e-06,1.1778497537307e-05,48,"point0125"
"1893",29,1.21875,1.2578125,1597329949,2.9942573291919e-06,9.09129630599637e-06,48,"point0125"
"1894",30,1.2578125,1.296875,1597261458,2.28411522584793e-06,6.85562827129615e-06,48,"point0125"
"1895",31,1.296875,1.3359375,1597203298,1.6548607391087e-06,5.02913462696597e-06,48,"point0125"
"1896",32,1.3359375,1.375,1597154883,1.16697367502638e-06,3.51384187524673e-06,48,"point0125"
"1897",33,1.375,1.4140625,1597115442,7.72608586885326e-07,2.3764769139234e-06,48,"point0125"
"1898",34,1.4140625,1.453125,1597084364,4.74749555223752e-07,1.48849323977629e-06,48,"point0125"
"1899",35,1.453125,1.4921875,1597061081,2.60394045881185e-07,8.00909958798002e-07,48,"point0125"
"1900",36,1.4921875,1.53125,1597044956,1.1634784158332e-07,4.36944134207806e-07,48,"point0125"
"1901",37,1.53125,1.5703125,1597035924,4.20902352971098e-08,1.4938292736133e-07,48,"point0125"
"1902",38,1.5703125,1.609375,1597033643,2.96485449524653e-08,1.50871414916764e-07,48,"point0125"
"1903",39,1.609375,1.6484375,1597036751,4.7526413027299e-08,2.27014766096545e-07,48,"point0125"
"1904",40,1.6484375,1.6875,1597045582,1.13499496023906e-07,3.87136964263846e-07,48,"point0125"
"1905",41,1.6875,1.7265625,1597059774,2.25491632477315e-07,7.04876356394379e-07,48,"point0125"
"1906",42,1.7265625,1.765625,1597079282,3.71903269069662e-07,1.18798880066606e-06,48,"point0125"
"1907",43,1.765625,1.8046875,1597103474,5.59301611247065e-07,1.74260969743045e-06,48,"point0125"
"1908",44,1.8046875,1.84375,1597131921,7.8478103660018e-07,2.34708227253577e-06,48,"point0125"
"1909",45,1.84375,1.8828125,1597164828,1.01605144209316e-06,3.10789550894697e-06,48,"point0125"
"1910",46,1.8828125,1.921875,1597201861,1.26941893086041e-06,3.92581068808795e-06,48,"point0125"
"1911",47,1.921875,1.9609375,1597242638,1.56872022216703e-06,4.75758724860498e-06,48,"point0125"
"1912",48,1.9609375,2,1597287154,1.90418688816862e-06,5.67583401789307e-06,48,"point0125"
"1913",1,0.125,0.154296875,1597203436,5.05238422192633e-05,0.000120881166367326,64,"point0125"
"1914",2,0.154296875,0.18359375,1597155705,1.74623437487753e-05,3.3280721254414e-05,64,"point0125"
"1915",3,0.18359375,0.212890625,1597348959,0.000118629744974896,0.000340684578986838,64,"point0125"
"1916",4,0.212890625,0.2421875,1597677835,0.000265775452135131,0.000669721863232553,64,"point0125"
"1917",5,0.2421875,0.271484375,1597867779,4.6422821469605e-05,0.000139535404741764,64,"point0125"
"1918",6,0.271484375,0.30078125,1597552127,4.99636807944626e-05,0.00014870056475047,64,"point0125"
"1919",7,0.30078125,0.330078125,1597296116,2.34164890571265e-05,6.91731911501847e-05,64,"point0125"
"1920",8,0.330078125,0.359375,1597137614,8.58032035466749e-06,2.48615451710066e-05,64,"point0125"
"1921",9,0.359375,0.388671875,1597057185,1.63525839980139e-06,4.31049329563393e-06,64,"point0125"
"1922",10,0.388671875,0.41796875,1597039171,2.2020815038104e-07,4.62412771184972e-07,64,"point0125"
"1923",11,0.41796875,0.447265625,1597076159,2.87497618955967e-06,8.16992633190239e-06,64,"point0125"
"1924",12,0.447265625,0.4765625,1597156025,8.33040849101963e-06,2.45559622271685e-05,64,"point0125"
"1925",13,0.4765625,0.505859375,1597300108,3.52427917960085e-07,1.10220912574732e-06,64,"point0125"
"1926",14,0.505859375,0.53515625,1597249058,6.23467485638685e-06,1.84878372238018e-05,64,"point0125"
"1927",15,0.53515625,0.564453125,1597180550,3.02434887089476e-06,9.15696273295907e-06,64,"point0125"
"1928",16,0.564453125,0.59375,1597136278,1.16526655347116e-06,3.49055153492372e-06,64,"point0125"
"1929",17,0.59375,0.623046875,1597112949,2.22848868247638e-07,6.58627755001362e-07,64,"point0125"
"1930",18,0.623046875,0.65234375,1597108975,6.96349076179104e-08,1.92542174204391e-07,64,"point0125"
"1931",19,0.65234375,0.681640625,1597121031,5.06667788613413e-07,1.54055442180834e-06,64,"point0125"
"1932",20,0.681640625,0.7109375,1597148320,1.47559251217899e-06,4.42258033217513e-06,64,"point0125"
"1933",21,0.7109375,0.740234375,1597188930,2.86912427327479e-06,8.54393510962836e-06,64,"point0125"
"1934",22,0.740234375,0.76953125,1597241606,4.56123188996571e-06,1.37438664751244e-05,64,"point0125"
"1935",23,0.76953125,0.798828125,1597305219,6.61813146507484e-06,1.97648641915293e-05,64,"point0125"
"1936",24,0.798828125,0.828125,1597378755,8.88352496986045e-06,2.65305934590288e-05,64,"point0125"
"1937",25,0.828125,0.857421875,1597461363,1.12753068606253e-05,3.39551697834395e-05,64,"point0125"
"1938",26,0.857421875,0.88671875,1597552243,1.3961388503958e-05,4.18360577896237e-05,64,"point0125"
"1939",27,0.88671875,0.916015625,1597650730,1.67615817190381e-05,5.01777103636414e-05,64,"point0125"
"1940",28,0.916015625,0.9453125,1597756240,1.96634409803664e-05,5.87631438975222e-05,64,"point0125"
"1941",29,0.9453125,0.974609375,1597868208,2.27037562581245e-05,6.77868738421239e-05,64,"point0125"
"1942",30,0.974609375,1.00390625,1598021725,1.30059092384727e-07,4.18046226968727e-07,64,"point0125"
"1943",31,1.00390625,1.033203125,1597954977,6.09928065387066e-06,1.83574502443662e-05,64,"point0125"
"1944",32,1.033203125,1.0625,1597843698,5.27454494658741e-06,1.58132734213723e-05,64,"point0125"
"1945",33,1.0625,1.091796875,1597742228,4.45198838860961e-06,1.35770915221656e-05,64,"point0125"
"1946",34,1.091796875,1.12109375,1597649623,3.80229607799265e-06,1.15491766337072e-05,64,"point0125"
"1947",35,1.12109375,1.150390625,1597565428,3.25679570778448e-06,9.78213574853726e-06,64,"point0125"
"1948",36,1.150390625,1.1796875,1597489094,2.72745364782168e-06,8.22179208626039e-06,64,"point0125"
"1949",37,1.1796875,1.208984375,1597420008,2.29026954912115e-06,6.86252360537765e-06,64,"point0125"
"1950",38,1.208984375,1.23828125,1597358043,1.86444617611414e-06,5.70184192838497e-06,64,"point0125"
"1951",39,1.23828125,1.267578125,1597302563,1.52340794556949e-06,4.64291269963724e-06,64,"point0125"
"1952",40,1.267578125,1.296875,1597253259,1.23246286420908e-06,3.73329066860606e-06,64,"point0125"
"1953",41,1.296875,1.326171875,1597209664,9.82939468485711e-07,2.95153472507081e-06,64,"point0125"
"1954",42,1.326171875,1.35546875,1597171623,7.59709962494526e-07,2.33377750191721e-06,64,"point0125"
"1955",43,1.35546875,1.384765625,1597138724,5.67165898246458e-07,1.75349532582914e-06,64,"point0125"
"1956",44,1.384765625,1.4140625,1597110722,4.11803057431825e-07,1.33267963065009e-06,64,"point0125"
"1957",45,1.4140625,1.443359375,1597087291,2.86739577859407e-07,9.30828207401646e-07,64,"point0125"
"1958",46,1.443359375,1.47265625,1597068351,1.88379289056684e-07,6.44610736344475e-07,64,"point0125"
"1959",47,1.47265625,1.501953125,1597053786,1.14414710594701e-07,4.34051202091723e-07,64,"point0125"
"1960",48,1.501953125,1.53125,1597043489,6.62244801219458e-08,2.9219381758594e-07,64,"point0125"
"1961",49,1.53125,1.560546875,1597036334,3.75525530671439e-08,1.48915674458294e-07,64,"point0125"
"1962",50,1.560546875,1.58984375,1597032512,3.44700801235831e-08,1.49951389971648e-07,64,"point0125"
"1963",51,1.58984375,1.619140625,1597034561,3.39266676974148e-08,1.51347322230322e-07,64,"point0125"
"1964",52,1.619140625,1.6484375,1597037481,4.14031617879118e-08,1.53053107965206e-07,64,"point0125"
"1965",53,1.6484375,1.677734375,1597043911,6.52381970667193e-08,2.31610300716056e-07,64,"point0125"
"1966",54,1.677734375,1.70703125,1597053920,1.07595397480509e-07,3.86249098482949e-07,64,"point0125"
"1967",55,1.70703125,1.736328125,1597066490,1.59683551714807e-07,5.4973139640424e-07,64,"point0125"
